data_type,lat,lon,event_date,details
disaster,63.16615761357,-121.84402105173,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029594 (Wildfires)
disaster,62.907699786097,-122.69328363905,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029599 (Wildfires)
disaster,48.193483190502,-119.07630649515,2026-07-17 19:00:00+00:00,Wildfire in United States 1029531 (Wildfires)
disaster,-16.351645341621,137.64658293403,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029532 (Wildfires)
disaster,-15.32938848039,129.371686556,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029536 (Wildfires)
disaster,-12.867789768749,131.16884395914,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029537 (Wildfires)
disaster,41.113907939101,-3.0582112665468,2026-07-17 19:00:00+00:00,Wildfire in Spain 1029540 (Wildfires)
disaster,62.10990892431,-121.60110339644,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029543 (Wildfires)
disaster,-12.968415826697,141.88447303636,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029545 (Wildfires)
disaster,51.272624747412,-121.76158220773,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029546 (Wildfires)
disaster,-12.430897376916,142.46274928051,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029547 (Wildfires)
disaster,63.134501444647,-116.33017005717,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029548 (Wildfires)
disaster,-16.554471111773,137.25138234189,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029549 (Wildfires)
disaster,64.227195829699,-117.75425844774,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029551 (Wildfires)
disaster,63.390714339057,-122.15159812957,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029552 (Wildfires)
disaster,62.016451485481,-120.87506409137,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029553 (Wildfires)
disaster,48.17817078693,-118.885527279,2026-07-17 19:00:00+00:00,Wildfire in United States 1029556 (Wildfires)
disaster,63.21025596656,-112.59362411889,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029557 (Wildfires)
disaster,44.598456912617,-120.50201562092,2026-07-17 19:00:00+00:00,Wildfire in United States 1029558 (Wildfires)
disaster,-16.7636374045,136.37040051836,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029559 (Wildfires)
disaster,36.888018252332,7.5954422224432,2026-07-17 19:00:00+00:00,Wildfire in Algeria 1029560 (Wildfires)
disaster,44.526182569522,-120.81374920855,2026-07-17 19:00:00+00:00,Wildfire in United States 1029561 (Wildfires)
disaster,51.346682183751,-122.33984083699,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029562 (Wildfires)
disaster,65.197065859913,-116.76895579631,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029563 (Wildfires)
disaster,62.152296001222,-120.62333245512,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029564 (Wildfires)
disaster,-15.047820316756,127.33525165268,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029565 (Wildfires)
disaster,-25.233437992919,28.820649990832,2026-07-17 19:00:00+00:00,Wildfire in South Africa 1029567 (Wildfires)
disaster,-15.041196549637,142.42103394591,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029568 (Wildfires)
disaster,61.689603126768,-121.57404043651,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029571 (Wildfires)
disaster,-18.335090984457,-59.076368261894,2026-07-17 19:00:00+00:00,Wildfire in Bolivia 1029575 (Wildfires)
disaster,61.843478888192,-109.41965810647,2026-07-17 19:00:00+00:00,Wildfire in Canada 1029577 (Wildfires)
disaster,-14.767588175618,127.29999444501,2026-07-17 19:00:00+00:00,Wildfire in Australia 1029578 (Wildfires)
