event_id,title,category,date,lon,lat,source_url
EONET_21279,Wildfire in Australia 1029443,Wildfires,2026-07-08T19:00:00Z,126.64476432884,-16.784293564605,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029443
EONET_21280,Wildfire in Australia 1029444,Wildfires,2026-07-08T19:00:00Z,127.46896634692,-14.644143237345,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029444
EONET_21281,Wildfire in Angola 1029449,Wildfires,2026-07-08T19:00:00Z,20.160587600645,-8.9105132975771,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029449
EONET_21310,"Wildfire in Namibia, Botswana 1029477",Wildfires,2026-07-08T19:00:00Z,24.040032501668,-18.117888287468,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029477
EONET_21352,Wildfire in Brazil 1029493,Wildfires,2026-07-08T19:00:00Z,-50.164504511964,-10.155598991187,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029493
EONET_21353,Wildfire in United States 1029497,Wildfires,2026-07-08T19:00:00Z,-92.144848248866,48.302373016459,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029497
EONET_21231,"Wildfire Getaway Pens, Dickens, Texas",Wildfires,2026-07-08T18:12:00Z,-100.6149183,33.44265,https://irwin.doi.gov/observer/incidents/2026-TXTXS-265848
EONET_21241,"Wildfire VAN, Mariposa, California",Wildfires,2026-07-08T16:53:00Z,-120.061317,37.327638,https://irwin.doi.gov/observer/incidents/2026-CAMMU-013885
EONET_21321,"Wildfire Anthony, Baker, Oregon",Wildfires,2026-07-08T16:37:00Z,-118.200333,44.991867,https://irwin.doi.gov/observer/incidents/2026-ORWWF-000227
EONET_21326,"Wildfire Olive Butte, Grant, Oregon",Wildfires,2026-07-08T14:17:00Z,-118.452867,44.745217,https://irwin.doi.gov/observer/incidents/2026-ORWWF-000224
EONET_21430,"Wildfire Upper Smith, Boundary, Idaho",Wildfires,2026-07-08T14:11:00Z,-116.607783,48.9275,https://irwin.doi.gov/observer/incidents/2026-IDIPF-000347
EONET_21240,"Wildfire WHISKEY, Malheur, Oregon",Wildfires,2026-07-08T12:32:00Z,-118.18178,43.35394,https://irwin.doi.gov/observer/incidents/2026-ORVAD-260145
EONET_21250,"Prescribed Fire RX Artichoke Lake, Swift, Minnesota",Wildfires,2026-07-08T10:24:00Z,-96.0976,45.3332,https://irwin.doi.gov/observer/incidents/2025-MNMNS-RX259023
EONET_21251,"Prescribed Fire Meadow Creek WMA RX, Lyon, Minnesota",Wildfires,2026-07-08T09:41:00Z,-95.71371667,44.3772,https://irwin.doi.gov/observer/incidents/2026-MNMNS-RX259013
EONET_21236,"Wildfire Salmon, Grant, Oregon",Wildfires,2026-07-08T05:53:00Z,-118.510204,44.717021,https://irwin.doi.gov/observer/incidents/2026-ORUMF-000222
EONET_21273,Flood in Estonia 1104017,Floods,2026-07-07T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104017
EONET_21274,Flood in Colombia 1104014,Floods,2026-07-07T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104014
EONET_21192,Wildfire in Australia 1029419,Wildfires,2026-07-07T19:00:00Z,132.59835607869,-12.420376802037,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029419
EONET_21193,Wildfire in Australia 1029420,Wildfires,2026-07-07T19:00:00Z,126.00143205411,-14.987018635261,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029420
EONET_21254,Wildfire in Angola 1029430,Wildfires,2026-07-07T19:00:00Z,19.39295362759,-8.4936214307073,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029430
EONET_21282,Wildfire in Australia 1029461,Wildfires,2026-07-07T19:00:00Z,132.10561273052,-13.799369734805,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029461
EONET_21330,"Wildfire Thumb, St. Louis, Minnesota",Wildfires,2026-07-07T18:38:00Z,-92.192167,48.287667,https://irwin.doi.gov/observer/incidents/2026-MNSUF-002396
EONET_21384,"Wildfire Bear Trap, St. Louis, Minnesota",Wildfires,2026-07-07T18:28:00Z,-91.924667,48.1845,https://irwin.doi.gov/observer/incidents/2026-MNSUF-002394
EONET_21381,"Wildfire Camp, Lake, Minnesota",Wildfires,2026-07-07T18:11:00Z,-91.782917,47.998967,https://irwin.doi.gov/observer/incidents/2026-MNSUF-002393
EONET_21232,"Wildfire BEAR, San Luis Obispo, California",Wildfires,2026-07-07T18:09:00Z,-119.898345,35.314896,https://irwin.doi.gov/observer/incidents/2026-CASLU-010527
EONET_21245,"Wildfire 3-1 PIT, Lassen, California",Wildfires,2026-07-07T16:35:00Z,-121.2685,40.948833,https://irwin.doi.gov/observer/incidents/2026-CALMU-004201
EONET_21242,"Wildfire Hoop, Harney, Oregon",Wildfires,2026-07-07T16:26:00Z,-118.752133,42.637717,https://irwin.doi.gov/observer/incidents/2026-ORBUD-002650
EONET_21234,"Wildfire Avocado, Monroe, Florida",Wildfires,2026-07-07T16:20:00Z,-80.928833,25.423833,https://irwin.doi.gov/observer/incidents/2026-FLEVP-002146
EONET_21249,"Wildfire RA 7 GEM CO, Gem, Idaho",Wildfires,2026-07-06T23:45:00Z,-116.409683,43.844798,https://irwin.doi.gov/observer/incidents/2026-ID1GX-000622
EONET_21189,Flood in Chile 1104010,Floods,2026-07-06T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104010
EONET_21252,Flood in South Korea 1104012,Floods,2026-07-06T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104012
EONET_21136,Wildfire in Australia 1029352,Wildfires,2026-07-06T19:00:00Z,133.99584161914,-13.894880987039,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029352
EONET_21194,Wildfire in Australia 1029421,Wildfires,2026-07-06T19:00:00Z,142.40165179775,-15.437189761172,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029421
EONET_21195,Wildfire in Australia 1029422,Wildfires,2026-07-06T19:00:00Z,142.29469894189,-15.368211738715,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029422
EONET_21196,Wildfire in Angola 1029386,Wildfires,2026-07-06T19:00:00Z,19.529927181203,-7.6057182817819,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029386
EONET_21255,Wildfire in Angola 1029431,Wildfires,2026-07-06T19:00:00Z,21.475181033645,-8.8183317837508,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029431
EONET_21283,Wildfire in Australia 1029462,Wildfires,2026-07-06T19:00:00Z,135.24753277205,-12.833588894734,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029462
EONET_21284,Wildfire in Angola 1029450,Wildfires,2026-07-06T19:00:00Z,19.554421693272,-8.1805339451492,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029450
EONET_21299,Wildfire in Canada 1029466,Wildfires,2026-07-06T19:00:00Z,-117.70620095312,65.264122839733,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029466
EONET_21248,"Wildfire Mustang, Yukon-Koyukuk, Alaska",Wildfires,2026-07-06T18:47:00Z,-154.11445,65.78555,https://irwin.doi.gov/observer/incidents/2026-AKTAD-000368
EONET_21003,"Wildfire Maze, Madison, Idaho",Wildfires,2026-07-06T17:58:00Z,-111.956783,43.828883,https://irwin.doi.gov/observer/incidents/2026-IDIFD-000096
EONET_21021,"Wildfire RA 6 ADA CO CLAREMONT, Ada, Idaho",Wildfires,2026-07-06T16:15:00Z,-116.175933,43.6347,https://irwin.doi.gov/observer/incidents/2026-ID1AX-000618
EONET_21002,"Wildfire PVR, Ada, Idaho",Wildfires,2026-07-06T15:32:00Z,-116.208736,43.31247,https://irwin.doi.gov/observer/incidents/2026-IDBOD-000617
EONET_21013,"Wildfire Wind Creek, Crook, Wyoming",Wildfires,2026-07-06T14:18:00Z,-104.856167,44.193833,https://irwin.doi.gov/observer/incidents/2026-WYCRX-260625
EONET_21044,"Wildfire UHaul, Colfax, New Mexico",Wildfires,2026-07-06T13:39:00Z,-104.040187,36.30552,https://irwin.doi.gov/observer/incidents/2026-NMN2S-000406
EONET_21008,"Wildfire MORA, Ada, Idaho",Wildfires,2026-07-06T04:52:00Z,-116.429976,43.443793,https://irwin.doi.gov/observer/incidents/2026-IDBOD-000614
EONET_21007,"Wildfire Dutch Flat, Humboldt, Nevada",Wildfires,2026-07-05T19:33:00Z,-117.614017,41.078633,https://irwin.doi.gov/observer/incidents/2026-NVHUMX-020340
EONET_20982,Wildfire in Australia 1029332,Wildfires,2026-07-05T19:00:00Z,132.04182199174508,-12.90381252331913,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029332
EONET_21137,Wildfire in The Democratic Republic of Congo 1029334,Wildfires,2026-07-05T19:00:00Z,19.882042480984,-6.1275234243668,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029334
EONET_21161,Wildfire in The Democratic Republic of Congo 1029361,Wildfires,2026-07-05T19:00:00Z,18.523790771692,-6.9733158862735,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029361
EONET_21197,"Wildfire in Angola, The Democratic Republic of Congo 1029387",Wildfires,2026-07-05T19:00:00Z,19.633456474243,-7.0597954084727,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029387
EONET_21198,Wildfire in Zambia 1029388,Wildfires,2026-07-05T19:00:00Z,25.888773597249,-15.208360402153,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029388
EONET_21199,Wildfire in Angola 1029389,Wildfires,2026-07-05T19:00:00Z,19.650882998947,-8.0514568153729,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029389
EONET_21200,Wildfire in Russian Federation 1029407,Wildfires,2026-07-05T19:00:00Z,136.43813186645,62.106184664562,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029407
EONET_21201,Wildfire in Australia 1029408,Wildfires,2026-07-05T19:00:00Z,133.4226965488,-12.337690220202,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029408
EONET_21202,Wildfire in Russian Federation 1029409,Wildfires,2026-07-05T19:00:00Z,133.84706592884,62.893925868916,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029409
EONET_21285,Wildfire in Australia 1029463,Wildfires,2026-07-05T19:00:00Z,133.48395837,-12.166276588375,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029463
EONET_21300,Wildfire in Canada 1029467,Wildfires,2026-07-05T19:00:00Z,-120.03833759924,65.115617313659,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029467
EONET_21311,Wildfire in Angola 1029478,Wildfires,2026-07-05T19:00:00Z,16.870843193282,-10.347859967569,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029478
EONET_21312,Wildfire in Angola 1029479,Wildfires,2026-07-05T19:00:00Z,17.576640944373,-10.747260374733,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029479
EONET_21354,Wildfire in Canada 1029486,Wildfires,2026-07-05T19:00:00Z,-119.45035077032,65.406906763226,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029486
EONET_21371,Wildfire in Australia 1029511,Wildfires,2026-07-05T19:00:00Z,134.68167168127,-13.201604138994,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029511
EONET_21010,"Wildfire NAVARRE COULEE, Chelan, Washington",Wildfires,2026-07-05T02:01:00Z,-120.185178,47.773244,https://irwin.doi.gov/observer/incidents/2026-WASES-260329
EONET_20995,Flood in New Zealand 1104006,Floods,2026-07-04T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104006
EONET_21160,Flood in Finland 1104008,Floods,2026-07-04T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104008
EONET_20958,Wildfire in Australia 1029320,Wildfires,2026-07-04T19:00:00Z,136.5939246423826,-16.584833204133044,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029320
EONET_21138,Wildfire in Angola 1029335,Wildfires,2026-07-04T19:00:00Z,21.644328329157,-8.9271315456983,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029335
EONET_21139,Wildfire in Canada 1029353,Wildfires,2026-07-04T19:00:00Z,-66.391074928924,56.826661800785,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029353
EONET_21162,Wildfire in Canada 1029371,Wildfires,2026-07-04T19:00:00Z,-76.370351072757,54.812192792051,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029371
EONET_21163,Wildfire in Angola 1029362,Wildfires,2026-07-04T19:00:00Z,20.093397371681,-7.9157918898172,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029362
EONET_21164,Wildfire in Canada 1029381,Wildfires,2026-07-04T19:00:00Z,-69.135504204458,56.196051758007,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029381
EONET_21165,Wildfire in Canada 1029370,Wildfires,2026-07-04T19:00:00Z,-69.496960732415,53.497826214534,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029370
EONET_21203,Wildfire in Canada 1029410,Wildfires,2026-07-04T19:00:00Z,-78.530064546022,51.666680956218,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029410
EONET_21204,Wildfire in The Democratic Republic of Congo 1029390,Wildfires,2026-07-04T19:00:00Z,19.273721415373,-7.3762555945475,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029390
EONET_21205,Wildfire in Canada 1029415,Wildfires,2026-07-04T19:00:00Z,-119.67239308541,63.630984225417,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029415
EONET_21256,Wildfire in Tanzania 1029426,Wildfires,2026-07-04T19:00:00Z,35.065195343124,-2.1903167013186,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029426
EONET_21286,Wildfire in Canada 1029445,Wildfires,2026-07-04T19:00:00Z,-78.770555313156,50.895921922235,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029445
EONET_21301,Wildfire in Russian Federation 1029472,Wildfires,2026-07-04T19:00:00Z,90.603120294965,59.010102737869,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029472
EONET_21302,Wildfire in Russian Federation 1029473,Wildfires,2026-07-04T19:00:00Z,90.383534000109,59.695796752914,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029473
EONET_21313,Wildfire in South Africa 1029480,Wildfires,2026-07-04T19:00:00Z,28.82661908256,-25.320114655313,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029480
EONET_21314,Wildfire in Angola 1029483,Wildfires,2026-07-04T19:00:00Z,16.447079130674,-7.6918233946308,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029483
EONET_21355,Wildfire in Canada 1029487,Wildfires,2026-07-04T19:00:00Z,-118.28632989088,66.54648576718,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029487
EONET_21372,Wildfire in Australia 1029512,Wildfires,2026-07-04T19:00:00Z,125.01467380664,-16.33168933665,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029512
EONET_21005,"Wildfire North Cayuse, Umatilla, Oregon",Wildfires,2026-07-04T18:37:00Z,-118.480617,45.683083,https://irwin.doi.gov/observer/incidents/2026-OR973S-000206
EONET_21247,"Wildfire Ishtalitna, Yukon-Koyukuk, Alaska",Wildfires,2026-07-04T17:39:00Z,-151.57485,65.8547,https://irwin.doi.gov/observer/incidents/2026-AKTAD-000354
EONET_21038,"Wildfire 0380 ANTELOPE CREEK, Wasco, Oregon",Wildfires,2026-07-04T16:13:00Z,-120.7202,44.921383,https://irwin.doi.gov/observer/incidents/2026-ORPRD-000380
EONET_21000,"Wildfire CHELAN HILLS, Douglas, Washington",Wildfires,2026-07-04T08:58:00Z,-119.97655,47.799583,https://irwin.doi.gov/observer/incidents/2026-WASES-260321
EONET_21253,Flood in Myanmar 1104011,Floods,2026-07-03T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104011
EONET_20927,Wildfire in Australia 1029285,Wildfires,2026-07-03T19:00:00Z,133.93446345010665,-12.237297075654382,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029285
EONET_20928,Wildfire in Australia 1029286,Wildfires,2026-07-03T19:00:00Z,136.11203523205623,-12.985986088017524,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029286
EONET_20929,Wildfire in Australia 1029287,Wildfires,2026-07-03T19:00:00Z,136.061317449245,-13.124822261594304,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029287
EONET_20983,Wildfire in France 1029331,Wildfires,2026-07-03T19:00:00Z,2.5669729088325886,42.67172441130409,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029331
EONET_21140,Wildfire in Canada 1029347,Wildfires,2026-07-03T19:00:00Z,-70.637414417777,53.454897618555,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029347
EONET_21141,Wildfire in The Democratic Republic of Congo 1029336,Wildfires,2026-07-03T19:00:00Z,26.552489734283,-6.282720021559,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029336
EONET_21166,Wildfire in Canada 1029372,Wildfires,2026-07-03T19:00:00Z,-76.221942122693,54.750800238154,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029372
EONET_21167,Wildfire in Canada 1029382,Wildfires,2026-07-03T19:00:00Z,-68.660170634962,57.209293605943,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029382
EONET_21168,Wildfire in Angola 1029363,Wildfires,2026-07-03T19:00:00Z,21.848149054921,-8.5202437448834,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029363
EONET_21169,Wildfire in Sudan 1029358,Wildfires,2026-07-03T19:00:00Z,34.769472452048,4.9605188766542,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029358
EONET_21170,Wildfire in The Democratic Republic of Congo 1029364,Wildfires,2026-07-03T19:00:00Z,26.65788282457,-7.1092937631462,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029364
EONET_21206,Wildfire in Angola 1029391,Wildfires,2026-07-03T19:00:00Z,19.736451288962,-8.3431771490687,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029391
EONET_21207,Wildfire in Angola 1029392,Wildfires,2026-07-03T19:00:00Z,21.185289582437,-9.3128740608101,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029392
EONET_21208,Wildfire in Angola 1029393,Wildfires,2026-07-03T19:00:00Z,20.991967873808,-9.0220476983414,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029393
EONET_21209,Wildfire in Angola 1029394,Wildfires,2026-07-03T19:00:00Z,20.258015277352,-7.2315947885825,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029394
EONET_21257,Wildfire in Angola 1029432,Wildfires,2026-07-03T19:00:00Z,21.519796493593,-8.3502305211386,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029432
EONET_21258,Wildfire in Canada 1029427,Wildfires,2026-07-03T19:00:00Z,-116.46322899862,64.441233405774,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029427
EONET_21259,Wildfire in The Democratic Republic of Congo 1029428,Wildfires,2026-07-03T19:00:00Z,26.121025204493,-5.4610541819936,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029428
EONET_21287,Wildfire in Angola 1029451,Wildfires,2026-07-03T19:00:00Z,16.968633187792,-10.819977489439,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029451
EONET_21303,Wildfire in Australia 1029475,Wildfires,2026-07-03T19:00:00Z,130.83366390688,-13.574821488739,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029475
EONET_21304,Wildfire in Zambia 1029469,Wildfires,2026-07-03T19:00:00Z,29.629037325149,-10.813424474857,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029469
EONET_21305,Wildfire in Angola 1029470,Wildfires,2026-07-03T19:00:00Z,17.348216241249,-9.0626624558139,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029470
EONET_21315,Wildfire in Australia 1029481,Wildfires,2026-07-03T19:00:00Z,141.98884776115,-13.169032954632,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029481
EONET_21316,Wildfire in Australia 1029482,Wildfires,2026-07-03T19:00:00Z,133.71902860637,-12.548930796341,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029482
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-03T00:00:00Z,110.1,17.3,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-03T06:00:00Z,109.7,17.6,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-03T12:00:00Z,109.5,18.5,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-03T18:00:00Z,108.7,19.8,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-04T00:00:00Z,108.4,20.2,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-04T06:00:00Z,107.8,20.6,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-04T12:00:00Z,107.8,21.3,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20980,Tropical Storm Maysak,Severe Storms,2026-07-04T18:00:00Z,107.9,21.6,https://www.metoc.navy.mil/jtwc/products/wp1026.tcw
EONET_20996,Flood in Ecuador 1104007,Floods,2026-07-02T20:00:00Z,,,https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1104007
EONET_20930,Wildfire in Angola 1029271,Wildfires,2026-07-02T19:00:00Z,20.12439507963515,-7.213607792114834,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029271
EONET_20931,Wildfire in Australia 1029288,Wildfires,2026-07-02T19:00:00Z,142.58150881521723,-15.286925733230161,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029288
EONET_20932,Wildfire in Australia 1029289,Wildfires,2026-07-02T19:00:00Z,136.09281884393536,-12.837602207329352,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029289
EONET_20959,Wildfire in Australia 1029318,Wildfires,2026-07-02T19:00:00Z,142.13193996616678,-12.87039189395864,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029318
EONET_20960,Wildfire in Brazil 1029311,Wildfires,2026-07-02T19:00:00Z,-54.35519556911779,-13.240893555245094,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029311
EONET_20961,Wildfire in Angola 1029299,Wildfires,2026-07-02T19:00:00Z,19.713097812482122,-8.225225042995456,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029299
EONET_20962,Wildfire in Angola 1029300,Wildfires,2026-07-02T19:00:00Z,19.722858207480318,-8.147064005797578,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029300
EONET_20984,Wildfire in Australia 1029326,Wildfires,2026-07-02T19:00:00Z,133.87067519564224,-14.211231840941831,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029326
EONET_21142,Wildfire in Spain 1029351,Wildfires,2026-07-02T19:00:00Z,3.0286530330969,41.889056049514,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029351
EONET_21143,Wildfire in Australia 1029354,Wildfires,2026-07-02T19:00:00Z,133.22473912924,-12.47708990017,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029354
EONET_21144,Wildfire in Australia 1029355,Wildfires,2026-07-02T19:00:00Z,142.55141819592,-12.728563043435,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029355
EONET_21145,Wildfire in Australia 1029356,Wildfires,2026-07-02T19:00:00Z,137.22904425704,-17.847374978668,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029356
EONET_21171,Wildfire in Canada 1029359,Wildfires,2026-07-02T19:00:00Z,-121.47038656486,49.969171891538,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029359
EONET_21172,Wildfire in Canada 1029383,Wildfires,2026-07-02T19:00:00Z,-72.130450009975,53.629607228431,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029383
EONET_21173,Wildfire in Canada 1029373,Wildfires,2026-07-02T19:00:00Z,-72.830072519313,53.912861507377,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029373
EONET_21174,Wildfire in Canada 1029374,Wildfires,2026-07-02T19:00:00Z,-72.611787484203,54.377445881732,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029374
EONET_21175,Wildfire in Russian Federation 1029375,Wildfires,2026-07-02T19:00:00Z,110.28624314126,64.847911745751,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029375
EONET_21176,Wildfire in Canada 1029376,Wildfires,2026-07-02T19:00:00Z,-71.708774574106,53.834765974001,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029376
EONET_21210,Wildfire in Russian Federation 1029416,Wildfires,2026-07-02T19:00:00Z,86.61141205644,59.192336182545,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029416
EONET_21211,Wildfire in France 1029417,Wildfires,2026-07-02T19:00:00Z,5.3432519047011,44.716738214914,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029417
EONET_21212,Wildfire in Australia 1029423,Wildfires,2026-07-02T19:00:00Z,142.55275640229,-15.215634624061,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029423
EONET_21213,Wildfire in Canada 1029424,Wildfires,2026-07-02T19:00:00Z,-119.12947264604,65.505247987195,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029424
EONET_21214,Wildfire in Zambia 1029395,Wildfires,2026-07-02T19:00:00Z,29.40171146162,-8.9157282625653,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029395
EONET_21215,Wildfire in The Democratic Republic of Congo 1029396,Wildfires,2026-07-02T19:00:00Z,18.093456946052,-7.5558231110288,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029396
EONET_21216,Wildfire in The Democratic Republic of Congo 1029397,Wildfires,2026-07-02T19:00:00Z,18.642262430604,-7.5556157246097,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029397
EONET_21217,Wildfire in The Democratic Republic of Congo 1029398,Wildfires,2026-07-02T19:00:00Z,25.754853760251,-5.0931930594163,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029398
EONET_21260,Wildfire in Canada 1029441,Wildfires,2026-07-02T19:00:00Z,-121.13966048168,64.569612271317,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029441
EONET_21261,Wildfire in Canada 1029429,Wildfires,2026-07-02T19:00:00Z,-121.22655512414,63.593994082727,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029429
EONET_21262,Wildfire in Canada 1029440,Wildfires,2026-07-02T19:00:00Z,-121.70298313822,64.828125624804,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029440
EONET_21263,Wildfire in Angola 1029442,Wildfires,2026-07-02T19:00:00Z,18.514504591121,-9.793699655962,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029442
EONET_21264,Wildfire in Angola 1029433,Wildfires,2026-07-02T19:00:00Z,16.689663130091,-10.768135495606,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029433
EONET_21265,Wildfire in Angola 1029434,Wildfires,2026-07-02T19:00:00Z,16.538545960549,-7.8874083385751,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029434
EONET_21266,Wildfire in The Democratic Republic of Congo 1029435,Wildfires,2026-07-02T19:00:00Z,17.786115400023,-6.6947698201477,https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1029435
